UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_solar_production_forecast,avg_wind_production_forecast
2019-01-02 14:00,199.0,216.0,18.0,719.0,3.0,459.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 15:00,200.0,215.0,17.0,753.0,0.0,432.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 16:00,200.0,215.0,19.0,804.0,0.0,416.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 17:00,199.0,216.0,20.0,839.0,0.0,400.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 18:00,200.0,217.0,18.0,848.0,0.0,404.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 19:00,200.0,216.0,16.0,837.0,0.0,401.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 20:00,200.0,217.0,18.0,794.0,0.0,412.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 21:00,200.0,214.0,21.0,714.0,0.0,431.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 22:00,200.0,210.0,21.0,591.0,0.0,437.0,40.0,0.0,46.0,0.0,0.0
2019-01-02 23:00,199.0,207.0,21.0,334.0,0.0,403.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 00:00,200.0,205.0,21.0,241.0,0.0,322.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 01:00,200.0,205.0,20.0,216.0,0.0,304.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 02:00,199.0,205.0,20.0,230.0,0.0,272.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 03:00,199.0,206.0,22.0,264.0,0.0,264.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 04:00,199.0,215.0,28.0,264.0,0.0,289.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 05:00,199.0,215.0,27.0,552.0,0.0,326.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 06:00,199.0,216.0,24.0,681.0,0.0,331.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 07:00,199.0,241.0,22.0,770.0,6.0,339.0,40.0,0.0,46.0,0.0,0.0
2019-01-03 08:00,199.0,243.0,19.0,846.0,14.0,338.0,40.0,0.0,46.0,0.0,0.0
